short_description,category
Is this constant activity is a carefully conceived strategy to distract the public and the press?,POLITICS
"The suit claims Berkeley ""restrict[ed] and stifle[d] the speech of conservative students whose voices fall beyond the campus political orthodoxy.""",POLITICS
Information on 198 million American voters was freely available -- if you knew where to look.,POLITICS
Steven Michel has probably done more than anyone in the Senate to advance the thwarted Supreme Court nominee.,POLITICS
"Thanks to small donors, Trump has almost closed his fundraising gap with Clinton.",POLITICS
“It was like working with Dr. Jekyll and Mr. Hyde.”,POLITICS
"""I’d be careful about using the word ‘lie,'"" says Gerard Baker.",POLITICS
"I realize that many factors play a role in the examples I cite above, including the judicial system itself; official versus real life police attitudes, not to mention the law and recent questionable policing techniques implemented in New York City and elsewhere.",POLITICS
She was reportedly visiting family in Florida.,POLITICS
"CNN's S.E. Cupp explained how Virginia's Democratic gubernatorial candidate Terry McAuliffe ""pissed off the wrong voters.""",POLITICS
We are not making this up.,POLITICS
Hint: It's not yet.,POLITICS
That's a whopper.,POLITICS
The state hasn't put anyone to death since an untested combination left an inmate gasping and snorting for 15 minutes in 2014.,POLITICS
"""He has voted with the National Rifle Association, the gun lobby, numerous times.""",POLITICS
"""Marco is a rock solid conservative and a leader we can trust.""",POLITICS
Legal experts have said court challenges to Trump’s decision could face an uphill battle.,POLITICS
"Seven governors express concern about Medicaid cuts, ask for help stabilizing insurance markets.",POLITICS
"Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day.",POLITICS
Former Klu Klux Klan Grand Wizard David Duke felt “really proud of him.” Steven Bannon — founder of the far-right news site,POLITICS
"For months, Donald Trump has claimed that he opposed the Iraq War before the invasion began — as an example of his great",POLITICS
"""As we leave the European Union we will forge a bold new positive role for ourselves in the world.""",POLITICS
"""Our economy is rigged to work great for those with money and power, while everyone else gets left behind — and Bob is doing everything he can to change that.”",POLITICS
Attorney Cleta Mitchell was photographed without a face mask at a conference days after a Rose Garden event linked to an outbreak of coronavirus infections.,POLITICS
"It's not just a type of pepper, Gary.",POLITICS
We can get to a simplified corporate income tax system that raises the same amount of revenue with much less waste.,POLITICS
"Walkouts nearly 30 years ago spurred investment and optimism in education, but anti-tax ideology eventually won out. Now kids are paying the price.",POLITICS
"President Joe Biden's physician, Dr. Kevin O'Connor, says Biden continues to “improve significantly” despite a lingering sore throat.",POLITICS
"“We see racial justice and racial economic equality as part of the same agenda.""",POLITICS
The businesswoman is having a moment.,POLITICS
Phillip Jauregui wants a handwriting expert to analyze the signature.,POLITICS
His agenda is  reckless and dangerous.,POLITICS
You say monetary policy isn't your thing. Maybe it should be.,POLITICS
"A House panel's finding on collusion was ""not my understanding of what the facts were before I left the FBI,"" he says.",POLITICS
Sen. Kirsten Gillibrand (D-N.Y.) wants the Justice Department to investigate why the serial predator wasn't stopped sooner.,POLITICS
They've used Tasers in at least 84 other incidents since 2011.,POLITICS
"“This is my life. Without health care coverage, I’m dead,"" a constituent tells him.",POLITICS
Note to states that want to dilute the votes of minorities: SCOTUS is watching.,POLITICS
Jon McNaughton's latest effort brings out Twitter's art critics.,POLITICS
"A zany search for Anglin roped in process servers, raffish locals and lurking TV journalists.",POLITICS
"""The secret is out: John Kasich is terrible for women’s health.""",POLITICS
"Rep. Chris Collins says the GOP front-runner has ""been misquoted.""",POLITICS
"Eric Krieg -- a former Republican candidate for office in Lake County, Indiana -- allegedly sent a pipe bomb that injured a postal employee.",POLITICS
We predict that Russia will continue to recognize the separatist cities and do everything in its power to make it difficult for the Ukraine to be an active participate in the European Union by raising gas prices.,POLITICS
Experts are pushing back on Trump's claim about the legal privilege.,POLITICS
"Like many of the boys in his neighborhood, Leonard Hamm learned early to be wary of the police officers — many of them black",POLITICS
Inside-the-beltway pundits and journalists have been making the same mistake for decades: discounting the power and importance,POLITICS
"Environmental groups say the new policy encourages big-game hunters to kill African elephants for ""cheap thrills.""",POLITICS
"""So many Americans have reason to believe that our country doesn’t consider them as precious as others because of the color of their skin.”",POLITICS
"""Rich, powerful, that sort of stuff” is how teenage Cruz described his life's aspirations.",POLITICS
Bullying between public servants and private citizens on federal lands is not a one-way street. But you would never know that listening to House Republicans' congressional hearings.,POLITICS
WWJD?,POLITICS
People aren't happy with how this story unfolded.,POLITICS
"From one end of the globe to the other, ""have-nots"" are looking with envy at the lives of the ""haves."" This is not about ideology or politics. They are not revolutionaries looking to overturn the old order or seeking payback for the legacy of colonial imperialism, rather they are looking to join it and benefit from its bounty.",POLITICS
Like what you read below? Sign up for HUFFPOST HILL and get a cheeky dose of political news every evening! Donald Trump,POLITICS
"“We don’t need a liberal person in there,” the president said, referring to Moore’s Democratic challenger Doug Jones.",POLITICS
The feds’ seizure of the site relates to a sealed indictment alleging conspiracy to facilitate prostitution.,POLITICS
The case may well be settled by the Supreme Court.,POLITICS
Israeli soldiers have killed two Palestinians just this week.,POLITICS
The newly conservative National Labor Relations Board may scrap worker-friendly reforms made under Obama.,POLITICS
The New Jersey Senate Democrat is charged with public corruption.,POLITICS
"Zoomers who sabotaged Donald Trump's Tulsa,Oklahoma, rally keep rolling.",POLITICS
Is this game over for the GOP?,POLITICS
"For the first time in its modern history, the New York Police Department is establishing explicit guidelines — backed by",POLITICS
"Structurally, something similar seems to be happening in reverse. That is, instead of a situation in which structural disparity results from some sectors failing to develop while other sectors raced ahead, we now are fostering structural disparities owing to sectors that are falling backwards, out of the modern (or post-modern) world.",POLITICS
"Raymond Tensing, who shot the unarmed black man, remains under investigation by federal authorities.",POLITICS
"Voters expect Hillary Clinton to prevail, but not by an overwhelming margin.",POLITICS
"“If you’re getting paid by somebody to write about your official duties, that seems to me a clear problem,"" an ethics expert says.",POLITICS
"""It's very unfortunate what happened.""",POLITICS
One would think the ease with which both Lanza and allegedly Dylann Roof were able to obtain weapons would in and of itself make a solid case for gun control legislation in the U.S. to finally be tightened.,POLITICS
ZTE pleaded guilty last year to conspiring to violate U.S. sanctions by illegally shipping U.S. goods and technology to Iran.,POLITICS
Different surveys yield different reactions to Trump's effort to stop a company from offshoring jobs.,POLITICS
Gun control is not equivalent to Islamophobia.,POLITICS
The new requirements likely will cause many Medicaid beneficiaries to be removed from the rolls.,POLITICS
"In a blow to basic Republican beliefs, he suggests increasing government spending.",POLITICS
And he managed to blame everyone but Michigan's Republican governor.,POLITICS
There's a reason this was such a well-kept secret on Capitol Hill.,POLITICS
"MIAMI — On Dec. 16, 1987, a teenager named Marco Rubio arrived home from school in West Miami to find his mother in anguish",POLITICS
"“My whole life I’ve been greedy, greedy, greedy,” Donald Trump has said.",POLITICS
"The government shutdown is disrupting families and businesses across America, including New London, where the Coast Guard Academy is located.",POLITICS
He said he wouldn't talk about politics at the Boy Scout event. (Then he did.),POLITICS
"Yes, the president's elder daughter liked Winfrey's Cecil B. DeMille Award speech and yes, the irony seems lost on her.",POLITICS
"Jill Stein is hoping to attract disillusioned Sanders supporters, but she has a tough road ahead.",POLITICS
A whistleblower said the former national security adviser made the claim just 11 minutes into Trump's presidency.,POLITICS
School newspaper reporter Teddy Fischer interviewed the defense secretary for 45 minutes.,POLITICS
Donald Trump and Hillary Clinton's unpopularity is causing voters to turn to alternatives.,POLITICS
"Scandals are most interesting when they involve the rich, powerful, and famous.",POLITICS
He leads the GOP field in Iowa.,POLITICS
The incoming lieutenant governor touted her outsider credentials on the campaign trail.,POLITICS
Bannon's attorney backs away from defending him against felony fraud charges after the former Trump aide discussed a horrifying scenario on his podcast.,POLITICS
She currently has more than an 80 percent chance of winning the presidency.,POLITICS
"Tensions are understandably high.  The loss of lives on both sides is a tragedy.  Thanks to Israel's Iron Dome defense, many Israeli lives have been spared.  But Hamas keeps trying.  And Israel keeps fighting back.  And the horrible cycle goes on and on.",POLITICS
Both supporters and opponents of the prison suspect it'll outlive Obama's presidency.,POLITICS
"Students often get only a superficial view of the atrocity that built the country, a new study finds.",POLITICS
"One Democratic senator says he should resign from his White House post, another suggests he should lose his security clearance.",POLITICS
"Simon & Schuster's CEO says some have compared her runaway bestseller to ""The Godfather.""",POLITICS
Hashtag surfaces after campaign reports just $1.3 million in cash on hand.,POLITICS
"As a witness to the removal of fallen U.S. troops from Afghanistan, Army Chaplain Christopher John Antal can’t recall a time",POLITICS
Jeb Bush's wealthy donors probably aren't feeling great.,POLITICS
GOP delegates have (some) answers.,POLITICS
"Ideology, nepotism and, above all, unpredictability.",POLITICS
The lawsuit is the first to challenge the Justice Department over the Byrne program.,POLITICS
An insider's guide to what could be the struggle to win a contested convention.,POLITICS
Larry Wilmore’s provocative monologue at the White House correspondents’ dinner Saturday is still reverberating through,POLITICS
"Mike Pence defends his boss: ""I trust Donald Trump's judgment.""",POLITICS
The White House chief of staff is tragically ignorant about the history of the country he serves.,POLITICS
"The United States must come up with a strategy to deal with many Middle East developments rather than wasting time, energy and resources in senseless political bickering back home like we saw over Prime Minister Benjamin Netanyahu's visit last week.",POLITICS
“They are attempting to legislate hate and discrimination and frankly keep America majority white.”,POLITICS
For nearly half a century the Voting Rights Act has stood as a central pillar in the protection of fair voting practices.  Our nation now faces the greatest threat to voting rights since Reconstruction.,POLITICS
"Until we acknowledge our past injustices, include its lessons and the experiences of our victims in our self-definition, and radically transform our societies to create more fully inclusive societies, we will continue to be plagued by the consequences of our original sins.",POLITICS
U.S. Sen. Cory Gardner (R-CO) is now undecided on whether he’d support GOP legislation to repeal Obamacare without replacing,POLITICS
"As an American, a Jew and a proud trade unionist, the actions of a small minority in Local 2865 are very disheartening. In the course of the last ten years, I have participated in numerous labor delegations to Israel hosted by the American Friends of the Yitzhak Rabin Center.",POLITICS
"""I actually think he was sincere.""",POLITICS
"“You said, ‘Let’s not make this just a dream,' and right now it kind of feels like it was a dream.""",POLITICS
"If you believe in a free and open internet, join us in this protest.",POLITICS
"""I would be very concerned with Mr. Trump's ability to know what he can and can't discuss.""",POLITICS
"Rand Paul announced his candidacy for the presidency last week under the slogan ""Defeat the Washington Machine, Unleash the American Dream.""  Yet he seems to be ready to give the biggest Washington machine of all -- the Pentagon -- a free pass.",POLITICS
Jason Greenblatt has spent 20 years negotiating on behalf of Trump and his real estate projects.,POLITICS
It was the first major decision since Justice Amy Coney Barrett joined the nation's highest court.,POLITICS
Arkansas had scheduled the fast-paced series of executions in order to beat the expiration date on its batch of one of the three drugs used in its lethal injection cocktail.,POLITICS
"It doesn’t feel like a war ― not in the U.S.A., at least.",POLITICS
It's unclear if harsh words from the Obama administration will lead to a change in policy.,POLITICS
"HB4, Relating to Health, is up before the Hawaii State Legislature’s Conference Committee tomorrow. Unfortunately, as currently",POLITICS
Remember when the Obamacare replacement was going to be simultaneous with the repeal?,POLITICS
"The state has one of the highest STD rates in the country, the CDC says.",POLITICS
Oops.,POLITICS
"Her response? ""They're going to run out of mannequins"" before she caves on gun control.",POLITICS
Asset forfeiture is nothing short of unconstitutional “legalized” highway robbery. There’s simply no other way to describe it.,POLITICS
The Republican lawmakers could move to a final vote late in the day.,POLITICS
It makes it harder for the federal government to track which contractors are discriminating.,POLITICS
"""The United States will continue targeting persons, wherever located, who facilitate North Korea’s illicit shipping practices.”",POLITICS
"The state has just 4 electoral votes, but they could make a difference.",POLITICS
"He hasn't succeeded, for the most part, but he's cemented the GOP's identity.",POLITICS
"ACT for America's founder claims the ""Islamic coalition"" is waging war on the U.S.",POLITICS
"""Families were united"" then, the Senate candidate actually told an African-American person.",POLITICS
"She plans to donate $130,000 in President Donald Trump and attorney Michael Cohen's names, according to a recent report.",POLITICS
"Governor, you know what Trump is about to do to America.",POLITICS
"WASHINGTON, Aug 3 (Reuters) - Republican presidential candidates will test their messages in New Hampshire on Monday, with",POLITICS
Boehner's plan had evidently been to retire in '14 and usher control to Cantor.,POLITICS
"Bern, baby, Bern!",POLITICS
"Even among Republicans, there's significant support for a pathway to citizenship.",POLITICS
Liberal Justices Ruth Bader Ginsburg and Sonia Sotomayor said they would have granted the appeal to hear the case.,POLITICS
"Cruz said there's ""a rich irony"" to watching Democrats deal with accusations against Franken.",POLITICS
The storm was the second-biggest in New York City history.,POLITICS
"Sanders scored big fundraising and online victories, even though pundits declared Clinton the victor.",POLITICS
Bernie Sanders says he isn’t interested in discussing Hillary Clinton blaming him for her election loss to Donald Trump in,POLITICS
Not a great day.,POLITICS
The vice president's response was a dodge to three questions posed by a reporter.,POLITICS
John Kasich has been telling Iowans the same stories over the course of nearly two decades.,POLITICS
"The Senate is supposedly set to vote on what the press is reporting as a “skinny” repeal of the Affordable Care Act, colloquially",POLITICS
She remembers her mom voting for the first time.,POLITICS
And thousands gathered last night for a candlelit vigil at UVA.,POLITICS
"The word ""black"" came up only twice in the GOP debate: black lung and the black market.",POLITICS
"The Confederate flag is gone from the South Carolina statehouse. But public opinion on the meaning of the symbols of the Confederacy remains divided along racial and regional lines, part of a larger disagreement over the significance of the Civil War revealed in multiple polls.",POLITICS
The issue has long perplexed lower courts and alarmed privacy advocates.,POLITICS
Sen. Bernie Sanders said he would support legalization if given the opportunity.,POLITICS
Trump has nominated a number of people with anti-LGBTQ stances.,POLITICS
The company is one of eight plaintiffs in a federal complaint that aims to protect Utah national monuments.,POLITICS
The 42nd Annual Meeting of the American Legislative Exchange Council (ALEC) got underway in earnest Wednesday at San Diego’s Manchester Grand Hyatt resort hotel.,POLITICS
WASHINGTON -- Ohio Gov. John Kasich (R) on Thursday took a dramatic step toward addressing the devastating toll the opioid,POLITICS
"The Trump Organization used the presidency to pressure a foreign head of state, critics say.",POLITICS
😂,POLITICS
The White House says Trump was briefed on Flynn's Russia call in late January.,POLITICS
This perfectly caps her banner Olympics.,POLITICS
"When Donald Trump shoots spitballs at CNN and other “enemy” media, it’s both a bonding ritual and an intimidation gambit",POLITICS
"The proceeds from civil forfeitures across 14 states more than doubled between 2002 and 2013, jumping from around $100 million",POLITICS
"In a letter mailed to Trump Tower, a Kurdish government body challenged Trump's praise of Saddam Hussein.",POLITICS
"Can You Believe? Can you believe Trump is still arguing with LaDavid Johnson’s widow, Myeshia? Or that he’d actually say",POLITICS
The policy has also been ruled unconstitutional.,POLITICS
Think outside groups aren't forces of destruction? Just ask the former speaker.,POLITICS
It's just math.,POLITICS
"Why is this still an issue? Why are we still arguing and attempting to legislate something that has already been proven unconstitutional? Why was the man who filmed the arrest of Freddie Gray in Baltimore arrested, with no probable cause, along with countless others over the years?",POLITICS
"""They don't get any backlash, not on the level that we're getting.""",POLITICS
Christopher Wray said the FBI turned in a partial report about the domestic abuse accusations nearly a year ago.,POLITICS
The DCCC is already buying up ads to attack Republicans on guns.,POLITICS
We've seen this before.,POLITICS
"The revised travel order changed and replaced an original, more sweeping ban issued that caused chaos and protests at airports.",POLITICS
"""Broomsticks breaking,"" quips the former Nixon White House lawyer, slamming Trump's claims that the Robert Mueller investigation is a witch hunt.",POLITICS
The U.S. can apply the lessons learned in Iraq to make Syria less disastrous.,POLITICS
"“I don’t mind opening up drilling if states can opt out,"" Sen. Lindsey Graham (R-S.C.) said.",POLITICS
Billionaire real estate mogul Donald Trump won the Republican presidential primary in North Carolina on Tuesday. Heading,POLITICS
"“Republicans can’t win a fair fight and they know it,"" responded DNC Chair Jaime Harrison.",POLITICS
"Hassan Aden, who spent nearly 30 years on the force, said “if this can happen to me, it can happen to anyone.”",POLITICS
President Joe Biden has come under criticism from progressives for keeping asylum off-limits to many.,POLITICS
The measure is intended to curb the use of funds originally designated for reforestation and fire prevention programs.,POLITICS
The former FBI director writes that he assumed Trump would lose and that his wife and daughters voted for Clinton and participated in the Women’s March.,POLITICS
By Thomas Kennedy Driving without a license can be a daily nerve wracking experience for a lot of undocumented immigrants,POLITICS
Watch live.,POLITICS
Attitudes about gender have changed a lot in the past 80 years.,POLITICS
Thank God for the electoral college.,POLITICS
"The senator’s Republican colleagues, however, were not nearly as forceful in their responses to questions on the same topic.",POLITICS
"I believe that it is the lack of these opportunities — along with a lack of proper community programs, outlets, community",POLITICS
"“When we turn on each other, bankers can run our economy from Wall Street and giant corporations can send our last jobs overseas.”",POLITICS
The Trump administration urged the asylum-seekers not to come.,POLITICS
He plans to give a speech explaining the definition of democratic socialism and its positive aspects.,POLITICS
"LOS ANGELES — Hillary Clinton became the presumptive Democratic nominee on Monday night, but Bernie Sanders still has a big",POLITICS
"""I talk about my roots and how a girl from the South Side found her voice,"" the former first lady tweeted.",POLITICS
"KENNEBUNKPORT, Maine (AP) — Former President George H.W. Bush was released from a Maine hospital on Sunday, four days after",POLITICS
"The country's changing demographics have affected both parties, but in drastically different ways.",POLITICS
"Republicans are busy bringing back junk plans, pre-existing condition exclusions and higher costs for the sick.",POLITICS
"""We have no plans to get involved in the primary,"" said James Davis, spokesman for Freedom Partners, the Koch brothers’ political umbrella group.",POLITICS
The GOP majority was evidently unprepared.,POLITICS
"He turned to the space agency for help with his new film ""The Martian.""",POLITICS
"Rob Quist and Greg Gianforte, running in a special election for Montana's lone House seat, clashed during their only televised debate on Saturday.",POLITICS
"The head of the National Economic Council says the economy is “in pretty good shape"" despite growing fears of a coming downturn.",POLITICS
Tell the Trump-Pence campaign which one they should adopt.,POLITICS
The answer says as much about the state of American politics as it does about Sanders.,POLITICS
"More snow, less corn.",POLITICS
"Extreme weather is linked to global unrest, he said.",POLITICS
Congress could make all companies allow workplace sexual harassment victims to go to court. But the bipartisan legislation seems to have stalled.,POLITICS
Voters are already gearing up for midterm elections.,POLITICS
The man was accused of posting anti-trans messages and making violent threats in comments under the dictionary website’s definition for “female.”,POLITICS
"We're watching you, Mark.",POLITICS
Analysis shows higher turnout in two urban minority majority counties could have kept Michigan and Wisconsin blue.,POLITICS
Or so his critics keep hoping.,POLITICS
"WASHINGTON -- John Russell Houser, the man accused of killing two people and injuring nine at a movie theater in Lafayette",POLITICS
Arenas are not voting booths.,POLITICS
While a lawsuit proceeds.,POLITICS
"In an interview with Piers Morgan set to air Sunday, Trump calls the initial U.S. decision to lift a ban on trophy imports “terrible.”",POLITICS
"The ""provocation rule"" only works in one part of the country. The justices may not be willing to let it go further.",POLITICS
"The president told the House GOP there will be primaries if his repeal fails, but conservatives said they ""do not have the votes.""",POLITICS
How many working people are able to sit through a three-hour call on a Monday morning?,POLITICS
Which makes little sense if you look at the numbers.,POLITICS
"I first met Jim Brady when he was recruited to be Press Secretary to Gov. John B. Connally in Connally's ill-fated bid for the White House in 1980. During the early campaign committee's senior meetings, I was initially struck by Jim's irreverence -- a rare quality for the key campaign aides to the much revered former three-term Governor of Texas.",POLITICS
"This is not about President Obama, but about something bigger and deeper. It's about whether there's any real hope for America, and whether specifically there's hope that Liberal America can and will play the role that our nation needs for it to play.",POLITICS
An investigation by the Department of Transportation found that the closure of 31 facilities fell hardest on African-Americans.,POLITICS
It's not clear when the documents will be made public.,POLITICS
Juvenile justice reform finds support among a group of people you usually don't see agreeing.,POLITICS
The Packers quarterback made his thoughts clear via his wardrobe and made questionable statements about COVID-19 during a radio show appearance.,POLITICS
"“It is the biggest thing I’ve ever seen in lawn and garden.""",POLITICS
"As Trump's son-in-law continues to revise his answers, Robert Mueller may be looking over his shoulder, too.",POLITICS
The president is considering executive action that could destabilize markets and undermine pre-existing condition protections.,POLITICS
Another key state in the bag.,POLITICS
"And with that, he also called for making two-year community colleges free.",POLITICS
But the new head of the U.S. Postal Service says mail-in votes will be delivered.,POLITICS
The president's hurricane-response rating is swooning as the U.S. territory's problems mount.,POLITICS
Republican Rep. Barbara Comstock kept an arm's length from the GOP presidential nominee. She ended up hanging onto her seat.,POLITICS
The massacre there was just weeks ago.,POLITICS
"The press to fast-track TPP is a sellout of democracy, but it is also a symptom of a deeper collapse of faith in American self-government.  Increasingly, people who want to get something done find ways around democratic lawmaking: private investment, nonprofit social mobilization, executive actions, lawsuits in the courts, anything but going to Congress.",POLITICS
"The Democratic party was ""too cautious"" in the past, he said.",POLITICS
"Choice is hard. Life is hard. But Joe Miller has abandoned complexity in lieu of irresponsible soundbites. To make such a wildly inaccurate policy statement, purposefully and solely for short-term political gain, is a reprehensible breach of ethics and is beneath even the basement level of politics we associate with the modern day campaign.",POLITICS
"by Andrew Mayersohn Last week, Kansas’ 4th Congressional District nearly produced the first shocking election result of the",POLITICS
"""It's not hyperbole at all,"" the Republican presidential candidate says.",POLITICS
"""If you can't beat 'em, join 'em,"" Clinton said, in a pretty obvious nod to the Russians.",POLITICS
The administration had suggested $18 billion of cuts to popular domestic programs.,POLITICS
"This week, Americans fulfilled part of our responsibility to our government by filing taxes. But the government isn't doing its part in return. First, as a new report by the National Taxpayer Advocate showed, the IRS has been crippled by years of budget cuts, resulting in a ""devastating erosion of taxpayer service"" and filing misery for millions. Hold times, which were under three minutes in 2004, are now over 30 minutes. This isn't smaller government; it's broken government, which, for many budget-slashing legislators, is the point. In more news from dysfunctional D.C., Attorney General-Designate Loretta Lynch remains in limbo, her nomination held hostage by Senate Republicans for over five months. On Friday, a clearly frustrated President Obama demanded, ""Call Loretta Lynch for a vote...This is embarrassing."" Meanwhile, the bigger ""news"" was the breathless scoop of Hillary Clinton eating at Chipotle. She had, we were told, a chicken burrito bowl (with guacamole). If only our political system -- and media coverage -- were as satisfying.",POLITICS
You'll probably believe what happened next.,POLITICS
"Progressives should be encouraged by recent special election results, not looking for a scapegoat.",POLITICS
"Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day.",POLITICS
"More like Bye-owa, caucus.",POLITICS
"As we recently marked President John F. Kennedy’s 100th birthday, we must remember the late president’s vision for our nation",POLITICS
"“Well, I think it’s a disgrace what’s going on,"" he said. ""We’ll see what happens.""",POLITICS
Newly minted activists want Democrats in Washington to actually fight against Trump -- or get out of the way.,POLITICS
"""It’s the first step toward an electoral system that is just,"" she said.",POLITICS
"King Jeb only looks out for himself and people like him. He never has, and never will, fight for middle class families. And even though Americans already know what a Bush presidency will mean for them, Jeb Bush still plans to run for President in 2016.",POLITICS
But the right-wing nationalist candidate trails both Emmanuel Macron and François Fillon in a runoff.,POLITICS
Nothing about DeVos’ decision interferes with the power of federal civil courts in this country from enforcing Title IX and the federal regulations implementing it.,POLITICS
The race is effectively tied in North Carolina and Ohio.,POLITICS
"""Is $1 million rich? Is $10 million rich? Is $1 billion rich?""",POLITICS
"T.S. Eliot in his poem “The Wasteland” called April the cruelest month. For American health care consumers, the cruelest",POLITICS
The Libertarian and Green Party nominees failed to meet the 15 percent polling average needed to debate.,POLITICS
"Andy Parker, whose daughter was killed during a live broadcast in 2015, sought to enter the Democratic primary in an effort to unseat GOP Rep. Bob Good.",POLITICS
"Amid pension cuts, the state’s teachers are seeking public office in record numbers. Four more just chose to run.",POLITICS
"""In this one instance, Rex Tillerson is all of us.""",POLITICS
"On March 10, 2015, three U.S. Senators introduced legislation that, if enacted, could reverse federal policy established more than four decades ago. The bill would remove marijuana from Schedule I of the Controlled Substances Act -- the most severely restricted of the five schedules.",POLITICS
Former Pennsylvania Sen. Rick Santorum offered a spirited defense of mass deportations at Thursday's Republican undercard,POLITICS
Ohio's Rob Portman suggested stripping the House lawmaker of her committee assignments over her disturbing past social media activity.,POLITICS
"Cruz trounced the outsider candidates, while Rubio trampled some guy polling in the single digits.",POLITICS
Maybe don't schedule it on a weekend?,POLITICS
"Cross-posted with TomDispatch.com At the U.N. recently, Donald Trump followed up on his bloodcurdling threat to unleash on",POLITICS
"Gloria Allred, attorney for Moore accuser Beverly Young Nelson, laid out the expert’s findings at a press conference.",POLITICS
"It's a big change from President Barack Obama's Army secretary, who was the first openly gay person to hold the job.",POLITICS
"After his big night, all Trump thought he was going to have to do was sit back and let the good press roll in.",POLITICS
"“If we had a Wall, they wouldn’t even try!” the president claimed.",POLITICS
It’s not just long-term birth control.,POLITICS
Congratulations!,POLITICS
People dressed as robots are following him around at a town hall in New Hampshire.,POLITICS
"The Iowa caucuses are 54 days away. Donald Trump is, still, the national front-runner. Marco Rubio is, now, the establishment's",POLITICS
Yet another Republican announces they won't seek re-election.,POLITICS
"We all know about desegregation in the U.S. military, how Jackie Robinson broke the color barrier, and how African-Americans",POLITICS
Brown’s second consecutive victory over former state Sen. Nina Turner was widely anticipated.,POLITICS
"If you thought it sounded familiar, you are correct!",POLITICS
Inappropriate? Yes. But that didn't stop them.,POLITICS
"Sky High Holistic ""did not seek nor obtain the consent of any officer to record their communications,"" lawyer says.",POLITICS
"Fox wouldn't touch ""climate change,"" but perhaps CNN will.",POLITICS
His new strategy has Democrats rallying in 40 cities on Sunday.,POLITICS
Anthony Sabato Jr. plans to tout his Trump connection to help his campaign.,POLITICS
The former presidential nominee and harsh Trump critic is slated to be the clear front-runner.,POLITICS
It's a technique commonly used by pollsters -- including Trump's campaign manager.,POLITICS
"He radically shifted foreign policy, undermined his own spokesman and bragged about his election win -- all in a mere 18 minutes.",POLITICS
Rep. Steve Russell (R-Okla.) should show his own military records.,POLITICS
We cannot continue to allow this to happen.,POLITICS
Australian Defence Minister Marise Payne said the Australian government would assist the U.S.-led recovery effort.,POLITICS
"The strike has delayed the start of the school year for over 50,000 students.",POLITICS
The principles of Republican health care are straight out of 16th century England where being poor was a sure sign of moral,POLITICS
"After more than seven years of deadlock, the leaders of Fatah and Hamas seem comfortably set in their ways, for they have little to lose in the event that this latest attempt at reconciling falters.",POLITICS
The former House speaker has not endorsed in 2016. But behind the scenes he has been lobbying GOP insiders hard to Make America,POLITICS
"Leading the charge: Jason Chaffetz, who once said he'd be unable to look his daughter in the eye if he supported Trump.",POLITICS
He's already suing the panel for access to documents from a commission on which he served.,POLITICS
The cable also said diplomats should make clear the U.S. wants to help other countries use fossil fuels.,POLITICS
"Within the last two weeks, much of the African American community has been thrown into abject pain yet again. The police",POLITICS
"The timing may be ""bittersweet,"" but Murphy believes Obama's executive actions will significantly expand the effectiveness of background checks.",POLITICS
"""The Mooch"" argued that two opinion pieces in The Tufts Daily “contained several false and defamatory statements.""",POLITICS
“Would anyone be surprised?” Rep. Dana Rohrabacher (R-Calif.) guessed amid early news coverage of the shooting.,POLITICS
"If all goes according to plan, this deal would end a half-year stalemate between congressional leaders and President Donald Trump’s administration.",POLITICS
The controversial former judge is surging in the race for Alabama's Senate GOP nomination.,POLITICS
"This week the world saw the power of a single image -- that of the lifeless body of three year-old Aylan Kurdi lying face-down in the sand on a Turkish beach. The boy drowned, along with his brother and mother, trying to reach Europe from Syria. The heartbreaking image crystallized the growing refugee crisis, and personified the more than 2,600 people who have died this year trying to reach Europe by sea. Many are coming from Syria, where civil war has killed over 250,000 and displaced 11 million. As debate raged in the media about running the horrific photo, there was no argument about whether Europe and the rest of the West could be doing more to alleviate the horrific suffering. Already David Cameron has announced the U.K. will take in more refugees. But the image was a moral challenge to us all. As a tribute in an Australian paper read: ""Rest in peace Aylan Kurdi. May God forgive us for failing you.""",POLITICS
We're likely never getting evidence of Donald Trump's wiretapping claim.,POLITICS
The fate of any legislation to rewrite Obamacare is uncertain.,POLITICS
"The documentarian reiterated his grief that society has destroyed large swaths of the natural world, but said humanity is “not beyond redemption.”",POLITICS
Who run the world?,POLITICS
Experts warn this is no longer a hypothetical.,POLITICS
"Gun policy looms as key threat to president's support, polls find.",POLITICS
The island is getting slapped with new taxes as it drowns in debt and tries to recover from a catastrophic hurricane.,POLITICS
"Although news headlines often glibly refer to a ""war on women"" in political terms, policymakers might well devote more energy to sex trafficking -- a nightmarish war faced by the most vulnerable among us, young women who are being bought and sold for sex against their will.",POLITICS
"Sen. Chris Murphy (D-Conn.), who represents Newtown, led the charge.",POLITICS
"When the Pope takes the stage in the heart of the nation's capital, Americans will be enthralled. He has done more than any other Vatican leader in our lifetime. And he has done so with grace, energy, and determination. Our political leaders will be watching him. They should learn from him too.",POLITICS
"The ban would be difficult to enforce and likely violates Roe v. Wade, say its critics.",POLITICS
"""This president’s foreign policy is the most feckless in American history.""",POLITICS
